id,review_id,product_id,user_id,review_text,rating,review_time,platform,crawl_time,review_length,exclamation_count,repeat_char_ratio,sentiment_score,user_review_count,avg_review_interval_days,label,is_cleaned,is_duplicate,created_at
14,RP10001_490797,P10001,user_25300,千万别买！上当受骗！垃圾垃圾垃圾！！！满意,5,2025-07-19 20:46:45,taobao,2026-03-11 20:46:45,23,6,0.13,0.999,9,0.6,1,1,0,2026-03-11 20:47:05
15,RP10001_892256,P10001,user_76894,快递包装很严实，没有损坏，好评，推荐,5,2025-09-04 20:46:45,taobao,2026-03-11 20:46:45,18,0,0.0,0.579,176,52.2,0,1,0,2026-03-11 20:47:05
16,RP10001_847186,P10001,user_74656,产品非常好用非常满意非常推荐非常喜欢非常棒，太好了,5,2025-09-25 20:46:45,taobao,2026-03-11 20:46:45,25,0,0.0,0.92,4,1.3,1,1,0,2026-03-11 20:47:05
17,RP10001_170056,P10001,user_58877,买给老人用的，操作简单，老人很喜欢～入手半月，物流不错,5,2025-05-08 20:46:45,taobao,2026-03-11 20:46:45,27,0,0.0,0.529,94,8.1,0,1,0,2026-03-11 20:47:05
18,RP10001_747739,P10001,user_14755,不错不错不错不错不错不错不错不错不错不错！用了一周～～～,5,2025-10-05 20:46:45,taobao,2026-03-11 20:46:45,28,1,0.071,0.09,7,0.4,1,1,0,2026-03-11 20:47:05
19,RP10001_157425,P10001,user_85617,物流很快，第二天就到了，好评，推荐,5,2025-11-12 20:46:45,taobao,2026-03-11 20:46:45,17,0,0.0,0.588,114,56.8,0,1,0,2026-03-11 20:47:05
20,RP10001_562888,P10001,user_80488,产品非常好用非常满意非常推荐非常喜欢非常棒！ 挺满意,5,2026-01-07 20:46:45,taobao,2026-03-11 20:46:45,26,1,0.0,0.897,4,1.5,1,1,0,2026-03-11 20:47:05
21,RP10001_319425,P10001,user_97726,很不错，符合预期，推荐大家买，回购了 基本满意,5,2025-10-30 20:46:45,taobao,2026-03-11 20:46:45,23,0,0.0,0.664,34,7.8,1,1,0,2026-03-11 20:47:05
22,RP10001_820919,P10001,user_41461,不要不要不要买！切记切记！垃圾产品！ 用了一个月～～～。挺满意,5,2026-03-03 20:46:45,taobao,2026-03-11 20:46:45,31,3,0.065,0.114,11,1.1,1,1,0,2026-03-11 20:47:05
23,RP10001_449431,P10001,user_56678,必须给满分！这个产品简直无敌了！大家快来买！..用了两天！,5,2025-07-26 20:46:45,taobao,2026-03-11 20:46:45,30,4,0.067,0.054,1,1.5,1,1,0,2026-03-11 20:47:05
24,RP10001_436146,P10001,user_87621,东西很好，很喜欢，会再来买的，满意 好评,4,2025-10-13 20:46:45,taobao,2026-03-11 20:46:45,20,0,0.0,0.737,23,1.3,1,1,0,2026-03-11 20:47:05
25,RP10001_929606,P10001,user_74960,总体来说还是不错的，推荐购买～,4,2025-05-05 20:46:45,taobao,2026-03-11 20:46:45,15,0,0.0,0.706,81,29.7,0,1,0,2026-03-11 20:47:05
26,RP10001_677489,P10001,user_55347,性价比挺高的，比之前买的那个好用，好评,5,2025-08-15 20:46:45,taobao,2026-03-11 20:46:45,19,0,0.0,0.364,10,8.8,0,1,0,2026-03-11 20:47:05
27,RP10001_149435,P10001,user_78936,好评好评好评好评好评好评好评好评好评好评 用了两天，绝了,5,2025-09-02 20:46:45,taobao,2026-03-11 20:46:45,28,0,0.0,0.966,11,1.0,1,1,0,2026-03-11 20:47:05
28,RP10001_830967,P10001,user_30115,收到了，还没用，看着还行，用了再来评价 买了三天了。..满意,4,2026-03-01 20:46:45,taobao,2026-03-11 20:46:45,31,0,0.065,0.556,103,50.9,0,1,0,2026-03-11 20:47:05
29,RP10001_987665,P10001,user_65166,太赞了太赞了！物超所值！买它买它买它！。收到两天了，无敌了；符合预期,5,2025-07-21 20:46:45,taobao,2026-03-11 20:46:45,34,3,0.0,0.924,9,1.0,1,1,0,2026-03-11 20:47:05
30,RP10001_353117,P10001,user_71995,太棒了太棒了！！！这是我买过最好的产品，没有之一！！！,5,2025-06-24 20:46:45,taobao,2026-03-11 20:46:45,30,9,0.233,0.034,13,0.5,1,1,0,2026-03-11 20:47:05
31,RP10001_344379,P10001,user_84352,价格实惠，质量过得去，下次继续 ；整体还行,5,2025-05-07 20:46:45,taobao,2026-03-11 20:46:45,21,0,0.0,0.519,52,35.8,0,1,0,2026-03-11 20:47:05
32,RP10001_932172,P10001,user_70315,质量可以，价格实惠，值得推荐，真心推荐,4,2025-09-11 20:46:45,taobao,2026-03-11 20:46:45,19,0,0.0,0.697,9,4.5,1,1,0,2026-03-11 20:47:05
33,RP10001_637150,P10001,user_93192,第一次买这个牌子，感觉还行，观望中。..值得,4,2025-07-10 20:46:45,taobao,2026-03-11 20:46:45,23,0,0.087,0.533,168,25.1,0,1,0,2026-03-11 20:47:05
34,RP10001_496131,P10001,user_76219,功能齐全，就是操作稍微复杂了点，好评,5,2025-08-14 20:46:45,taobao,2026-03-11 20:46:45,18,0,0.0,0.513,125,20.6,0,1,0,2026-03-11 20:47:05
35,RP10001_227509,P10001,user_34899,挺好的，很满意，值得购买推荐；到手一周，回购了...符合预期,5,2025-09-04 20:46:45,taobao,2026-03-11 20:46:45,30,0,0.067,0.658,3,1.2,1,1,0,2026-03-11 20:47:05
36,RP10001_840340,P10001,user_58317,非常满意的一次购物，产品确实不错！收到两天了，好评。总体OK,5,2025-05-01 20:46:45,taobao,2026-03-11 20:46:45,30,1,0.0,0.839,45,3.3,1,1,0,2026-03-11 20:47:05
37,RP10001_446382,P10001,user_49321,整体还行，就是说明书写得不太清楚 到手一周～；推荐,4,2026-02-25 20:46:45,taobao,2026-03-11 20:46:45,25,0,0.0,0.55,60,38.5,0,1,0,2026-03-11 20:47:05
38,RP10001_788465,P10001,user_11194,完美完美完美！简直太完美了！必须五星好评！～用了三天，太好了,5,2025-11-24 20:46:45,taobao,2026-03-11 20:46:45,30,3,0.0,0.987,4,1.0,1,1,0,2026-03-11 20:47:05
39,RP10001_348139,P10001,user_90053,东西很好，很喜欢，会再来买的，满意,5,2025-04-26 20:46:45,taobao,2026-03-11 20:46:45,17,0,0.0,0.722,15,3.5,1,1,0,2026-03-11 20:47:05
40,RP10001_135696,P10001,user_99948,不错不错不错不错不错不错不错不错不错不错，无敌了,5,2025-04-04 20:46:45,taobao,2026-03-11 20:46:45,24,0,0.0,0.014,4,1.3,1,1,0,2026-03-11 20:47:05
41,RP10001_969743,P10001,user_74328,东西很好，很喜欢，会再来买的...用了三天，满意！整体还行,5,2025-10-17 20:46:45,taobao,2026-03-11 20:46:45,29,1,0.069,0.898,48,8.0,1,1,0,2026-03-11 20:47:05
42,RP10001_501938,P10001,user_47623,第三次回购了，一如既往的好 ；还不错,3,2025-06-03 20:46:45,taobao,2026-03-11 20:46:45,18,0,0.0,0.589,193,58.3,0,1,0,2026-03-11 20:47:05
43,RP10001_371300,P10001,user_56315,大小合适，颜色也好看，满意，不错！挺好,5,2025-11-02 20:46:45,taobao,2026-03-11 20:46:45,19,1,0.0,0.564,126,20.4,0,1,0,2026-03-11 20:47:05
44,RP10001_686072,P10001,user_90411,用了几天感觉还好，没什么大问题，用了半个月，不错,5,2025-03-13 20:46:45,taobao,2026-03-11 20:46:45,24,0,0.0,0.387,130,50.2,0,1,0,2026-03-11 20:47:05
45,RP10001_179400,P10001,user_30816,比预期的要好，挺惊喜的...,5,2025-08-17 20:46:45,taobao,2026-03-11 20:46:45,14,0,0.143,0.629,9,43.3,0,1,0,2026-03-11 20:47:05
46,RP10001_717436,P10001,user_75127,收到货了，包装还可以，但是颜色和图片有点差别。用了半个月。 算是合格吧,4,2025-05-08 20:46:45,taobao,2026-03-11 20:46:45,35,0,0.0,0.78,52,49.5,0,1,0,2026-03-11 20:47:05
47,RP10001_439878,P10001,user_71000,材质摸着挺好的，尺寸也合适，满意～用了一个月，不错 还不错,5,2025-06-20 20:46:45,taobao,2026-03-11 20:46:45,29,0,0.0,0.654,40,55.3,0,1,0,2026-03-11 20:47:05
48,RP10001_331524,P10001,user_46956,商品质量一般，这个价格也算可以了，下次再来；不错,4,2025-05-25 20:46:45,taobao,2026-03-11 20:46:45,24,0,0.0,0.46,32,46.8,0,1,0,2026-03-11 20:47:05
49,RP10001_301962,P10001,user_83563,哇塞！收到就惊呆了！质量超级好！推荐推荐推荐！！！；满意,1,2025-03-24 20:46:45,taobao,2026-03-11 20:46:45,29,7,0.103,0.924,13,0.6,1,1,0,2026-03-11 20:47:05
50,RP10001_233715,P10001,user_98149,总体来说还是不错的，推荐购买，够用了,4,2025-05-10 20:46:45,taobao,2026-03-11 20:46:45,18,0,0.0,0.463,79,43.2,0,1,0,2026-03-11 20:47:05
51,RP10001_949704,P10001,user_44947,不太满意，有点小瑕疵，但不影响使用～用了一周，下次再来,4,2025-11-25 20:46:45,taobao,2026-03-11 20:46:45,27,0,0.0,0.526,119,47.2,0,1,0,2026-03-11 20:47:05
52,RP10001_585795,P10001,user_96191,快递包装很严实，没有损坏，好评，不错,5,2025-09-26 20:46:45,taobao,2026-03-11 20:46:45,18,0,0.0,0.602,126,45.1,0,1,0,2026-03-11 20:47:05
53,RP10001_323894,P10001,user_71051,商品质量一般，这个价格也算可以了，不错。挺好,4,2025-08-18 20:46:45,taobao,2026-03-11 20:46:45,22,0,0.0,0.661,196,17.1,0,1,0,2026-03-11 20:47:05
54,RP10001_293452,P10001,user_11642,味道有点大，放了两天就好了！买了三天了，可以的...挺好,4,2025-07-24 20:46:45,taobao,2026-03-11 20:46:45,28,1,0.071,0.661,180,53.6,0,1,0,2026-03-11 20:47:05
55,RP10001_235779,P10001,user_11887,和朋友买的一样，质量确实不错，挺实用...性价比高,5,2025-09-02 20:46:45,taobao,2026-03-11 20:46:45,25,0,0.08,0.331,151,32.5,0,1,0,2026-03-11 20:47:05
56,RP10001_764662,P10001,user_67993,产品不错，性价比高，推荐购买，回购了...总体OK,5,2025-05-07 20:46:45,taobao,2026-03-11 20:46:45,25,0,0.08,0.647,29,0.7,1,1,0,2026-03-11 20:47:05
57,RP10001_712380,P10001,user_94723,质量可以，价格实惠，值得推荐，不错！物美价廉,5,2025-08-01 20:46:45,taobao,2026-03-11 20:46:45,22,1,0.0,0.503,15,4.2,1,1,0,2026-03-11 20:47:05
58,RP10001_197033,P10001,user_24099,东西还可以，就是物流太慢了，等了好久才到 收到两天了...不错,4,2025-10-18 20:46:45,taobao,2026-03-11 20:46:45,31,0,0.065,0.501,145,33.0,0,1,0,2026-03-11 20:47:05
59,RP10001_562578,P10001,user_86324,做活动买的，性价比很高，划算 用了三天，整体还行,5,2025-12-26 20:46:45,taobao,2026-03-11 20:46:45,24,0,0.0,0.461,171,23.5,0,1,0,2026-03-11 20:47:05
60,RP10001_832191,P10001,user_76598,产品质量好，做工精细，好评推荐～用了一个月，必入！挺好,5,2026-01-26 20:46:45,taobao,2026-03-11 20:46:45,27,1,0.0,0.636,50,0.9,1,1,0,2026-03-11 20:47:05
61,RP10001_830655,P10001,user_69398,价格实惠，质量过得去，下次继续，刚收到，还会回购,4,2025-08-12 20:46:45,taobao,2026-03-11 20:46:45,24,0,0.0,0.637,127,7.1,0,1,0,2026-03-11 20:47:05
62,RP10001_947874,P10001,user_10071,价格实惠，质量过得去，下次继续，物流不错,5,2025-04-17 20:46:45,taobao,2026-03-11 20:46:45,20,0,0.0,0.433,43,41.9,0,1,0,2026-03-11 20:47:05
63,RP10001_147696,P10001,user_67387,质量可以，价格实惠，值得推荐,4,2025-11-29 20:46:45,taobao,2026-03-11 20:46:45,14,0,0.0,0.761,10,2.2,1,1,0,2026-03-11 20:47:05
64,RP10001_422502,P10001,user_36603,不要不要不要买！切记切记！垃圾产品！，绝了～性价比高,5,2025-07-13 20:46:45,taobao,2026-03-11 20:46:45,26,3,0.0,0.051,12,1.4,1,1,0,2026-03-11 20:47:05
65,RP10001_553250,P10001,user_75010,总体来说还是不错的，推荐购买，还会回购,5,2025-06-06 20:46:45,taobao,2026-03-11 20:46:45,19,0,0.0,0.729,115,46.5,0,1,0,2026-03-11 20:47:05
66,RP10001_169549,P10001,user_83751,一般般吧，没有想象中那么好，凑合用，可以的,5,2025-07-14 20:46:45,taobao,2026-03-11 20:46:45,21,0,0.048,0.686,17,25.7,0,1,0,2026-03-11 20:47:05
67,RP10001_677626,P10001,user_93811,质量中等偏上吧，这个价位还可以，物流不错,4,2025-07-03 20:46:45,taobao,2026-03-11 20:46:45,20,0,0.0,0.387,57,20.9,0,1,0,2026-03-11 20:47:05
68,RP10001_261308,P10001,user_90678,第三次回购了，一如既往的好；入手半月，基本满意,4,2025-06-23 20:46:45,taobao,2026-03-11 20:46:45,23,0,0.0,0.858,165,43.3,0,1,0,2026-03-11 20:47:05
69,RP10001_147081,P10001,user_93326,给好评，产品质量好，客服态度也好,4,2026-01-25 20:46:45,taobao,2026-03-11 20:46:45,16,0,0.0,0.662,40,4.0,1,1,0,2026-03-11 20:47:05
70,RP10001_175269,P10001,user_34321,必须给满分！这个产品简直无敌了！大家快来买！。入手半月！！！ 好评,1,2025-11-06 20:46:45,taobao,2026-03-11 20:46:45,33,6,0.061,0.956,5,0.9,1,1,0,2026-03-11 20:47:05
71,RP10001_220802,P10001,user_13902,好用不贵，性价比很高，推荐推荐，不错 还不错,5,2025-08-16 20:46:45,taobao,2026-03-11 20:46:45,22,0,0.0,0.767,5,2.7,1,1,0,2026-03-11 20:47:05
72,RP10001_324692,P10001,user_51908,物流快，质量好，价格便宜，好评，满意。性价比高,5,2025-12-05 20:46:45,taobao,2026-03-11 20:46:45,23,0,0.0,0.573,19,4.1,1,1,0,2026-03-11 20:47:05
73,RP10001_468313,P10001,user_84087,等了三天到的，包装完好，产品没问题。用了一周，好评,5,2025-04-24 20:46:45,taobao,2026-03-11 20:46:45,25,0,0.0,0.498,96,47.9,0,1,0,2026-03-11 20:47:05
74,RP10001_460635,P10001,user_78616,不错不错不错不错不错不错不错不错不错不错，太好了,5,2025-12-22 20:46:45,taobao,2026-03-11 20:46:45,24,0,0.0,0.975,2,0.8,1,1,0,2026-03-11 20:47:05
75,RP10001_905570,P10001,user_89650,第一次买这个牌子，感觉还行，观望中...收到两天了...,5,2025-03-30 20:46:45,taobao,2026-03-11 20:46:45,28,0,0.143,0.501,133,41.3,0,1,0,2026-03-11 20:47:05
76,RP10001_391881,P10001,user_81237,性价比挺高的，比之前买的那个好用，比较满意,4,2025-04-01 20:46:45,taobao,2026-03-11 20:46:45,21,0,0.0,0.621,20,52.6,0,1,0,2026-03-11 20:47:05
77,RP10001_727428,P10001,user_86228,第三次回购了，一如既往的好，下次再来,5,2025-08-01 20:46:45,taobao,2026-03-11 20:46:45,18,0,0.0,0.526,151,47.7,0,1,0,2026-03-11 20:47:05
78,RP10001_544761,P10001,user_52657,产品质量好，做工精细，好评推荐。刚收到，推荐！比想象中好,5,2025-04-30 20:46:45,taobao,2026-03-11 20:46:45,28,1,0.0,0.659,19,6.4,1,1,0,2026-03-11 20:47:05
79,RP10001_917904,P10001,user_54833,非常满意的一次购物，产品确实不错...还不错,5,2025-10-18 20:46:45,taobao,2026-03-11 20:46:45,22,0,0.091,0.561,1,6.7,1,1,0,2026-03-11 20:47:05
80,RP10001_437206,P10001,user_19285,之前犹豫很久才买的，现在觉得买对了，推荐 比想象中好,5,2025-12-21 20:46:45,taobao,2026-03-11 20:46:45,26,0,0.0,0.37,22,17.3,0,1,0,2026-03-11 20:47:05
81,RP10001_265310,P10001,user_20998,东西还行，质量可以，价格也合适，真心推荐，还会回购,5,2026-02-21 20:46:45,taobao,2026-03-11 20:46:45,25,0,0.0,0.631,2,5.2,1,1,0,2026-03-11 20:47:05
82,RP10001_156956,P10001,user_87935,这个产品质量还行，用了几天感觉不错，物流也挺快的...,5,2026-02-15 20:46:45,taobao,2026-03-11 20:46:45,27,0,0.074,0.744,69,8.9,0,1,0,2026-03-11 20:47:05
83,RP10001_382354,P10001,user_72207,之前犹豫很久才买的，现在觉得买对了，收到两天了，下次再来。好评,4,2026-02-23 20:46:45,taobao,2026-03-11 20:46:45,31,0,0.0,0.619,21,52.1,0,1,0,2026-03-11 20:47:05
84,RP10001_967000,P10001,user_35314,产品非常好用非常满意非常推荐非常喜欢非常棒！～值得,5,2025-10-01 20:46:45,taobao,2026-03-11 20:46:45,25,1,0.0,0.926,15,1.4,1,1,0,2026-03-11 20:47:05
85,RP10001_188251,P10001,user_33713,产品很好，跟描述的一样，满意...到手一周,5,2025-12-22 20:46:45,taobao,2026-03-11 20:46:45,21,0,0.095,0.74,46,6.8,1,1,0,2026-03-11 20:47:05
86,RP10001_735724,P10001,user_70469,快递给力，产品也不错，满意的一次购物,3,2025-04-07 20:46:45,taobao,2026-03-11 20:46:45,18,0,0.0,0.692,192,36.9,0,1,0,2026-03-11 20:47:05
87,RP10001_294398,P10001,user_19618,一般般吧，没有想象中那么好，凑合用！入手半月～,5,2026-01-29 20:46:45,taobao,2026-03-11 20:46:45,23,1,0.043,0.547,106,54.0,0,1,0,2026-03-11 20:47:05
88,RP10001_854560,P10001,user_56758,千万别买！上当受骗！垃圾垃圾垃圾！～比想象中好,1,2026-02-27 20:46:45,taobao,2026-03-11 20:46:45,23,3,0.0,0.948,4,1.4,1,1,0,2026-03-11 20:47:05
89,RP10001_274563,P10001,user_30190,挺好的，很满意，值得购买推荐，不错，基本满意,4,2026-01-20 20:46:45,taobao,2026-03-11 20:46:45,22,0,0.0,0.692,22,4.2,1,1,0,2026-03-11 20:47:05
90,RP10001_772719,P10001,user_45451,太棒了太棒了！！！这是我买过最好的产品，没有之一！！！绝了,1,2026-02-22 20:46:45,taobao,2026-03-11 20:46:45,30,6,0.133,0.136,10,0.1,1,1,0,2026-03-11 20:47:05
91,RP10001_988612,P10001,user_75225,配送速度快，东西也还行，满意，符合预期,5,2025-11-03 20:46:45,taobao,2026-03-11 20:46:45,19,0,0.0,0.525,173,15.2,0,1,0,2026-03-11 20:47:05
92,RP10001_594197,P10001,user_51053,物流速度很快，产品质量很好，满意，值得购买，符合预期,5,2025-11-03 20:46:45,taobao,2026-03-11 20:46:45,26,0,0.0,0.624,32,5.8,1,1,0,2026-03-11 20:47:05
93,RP10001_385675,P10001,user_92806,价格合理，质量过关，推荐入手，必入～还会回购,5,2025-12-04 20:46:45,taobao,2026-03-11 20:46:45,22,0,0.0,0.662,9,5.8,1,1,0,2026-03-11 20:47:05
94,RP10001_737112,P10001,user_85697,东西还可以，就是物流太慢了，等了好久才到，下次再来！算是合格吧,4,2025-07-11 20:46:45,taobao,2026-03-11 20:46:45,31,1,0.0,0.61,24,17.2,0,1,0,2026-03-11 20:47:05
95,RP10001_175988,P10001,user_28000,挺好的一款产品，值得入手购买，推荐,4,2026-02-11 20:46:45,taobao,2026-03-11 20:46:45,17,0,0.0,0.874,38,1.6,1,1,0,2026-03-11 20:47:05
96,RP10001_775122,P10001,user_85792,完美完美完美！简直太完美了！必须五星好评！。性价比高,5,2026-03-04 20:46:45,taobao,2026-03-11 20:46:45,26,3,0.0,0.965,4,0.3,1,1,0,2026-03-11 20:47:05
97,RP10001_982051,P10001,user_39446,配送速度快，东西也还行，满意。,4,2025-04-01 20:46:45,taobao,2026-03-11 20:46:45,15,0,0.0,0.439,139,55.8,0,1,0,2026-03-11 20:47:05
98,RP10001_244979,P10001,user_33017,用了几天感觉不错，好用推荐；用了一周，推荐！挺好,5,2026-01-11 20:46:45,taobao,2026-03-11 20:46:45,24,1,0.0,0.735,32,7.3,1,1,0,2026-03-11 20:47:05
99,RP10001_809173,P10001,user_73373,之前犹豫很久才买的，现在觉得买对了。入手半月，比较满意，好评,4,2025-11-20 20:46:45,taobao,2026-03-11 20:46:45,30,0,0.0,0.473,191,35.7,0,1,0,2026-03-11 20:47:05
100,RP10001_240524,P10001,user_59896,必须给满分！这个产品简直无敌了！大家快来买！，收到两天了,5,2025-06-11 20:46:45,taobao,2026-03-11 20:46:45,28,3,0.0,0.92,11,0.5,1,1,0,2026-03-11 20:47:05
101,RP10002_455313,P10002,user_45267,用了几天感觉不错，好用推荐。还不错,4,2025-07-05 20:46:46,taobao,2026-03-11 20:46:46,17,0,0.0,0.649,36,3.0,1,1,0,2026-03-11 20:47:05
102,RP10002_664443,P10002,user_48608,做工一般，不过功能都正常，凑合用 ～还会回购,4,2025-08-12 20:46:46,taobao,2026-03-11 20:46:46,22,0,0.0,0.728,155,6.8,0,1,0,2026-03-11 20:47:05
103,RP10002_924803,P10002,user_60382,买回来发现有个小划痕，不过不明显，好评,5,2025-09-19 20:46:46,taobao,2026-03-11 20:46:46,19,0,0.0,0.495,71,33.1,0,1,0,2026-03-11 20:47:05
104,RP10002_892685,P10002,user_11578,产品很好，跟描述的一样，满意，回购了,5,2025-10-29 20:46:46,taobao,2026-03-11 20:46:46,18,0,0.0,0.837,18,2.1,1,1,0,2026-03-11 20:47:05
105,RP10002_119752,P10002,user_47958,快递包装很严实，没有损坏，好评...收到两天了，比较满意,5,2025-11-23 20:46:46,taobao,2026-03-11 20:46:46,28,0,0.071,0.223,116,12.6,0,1,0,2026-03-11 20:47:05
106,RP10002_590149,P10002,user_56148,味道有点大，放了两天就好了 ，好评,4,2025-07-02 20:46:46,taobao,2026-03-11 20:46:46,17,0,0.0,0.588,8,3.2,0,1,0,2026-03-11 20:47:05
107,RP10002_149103,P10002,user_17958,快递给力，产品也不错，满意的一次购物～，还不错,3,2026-02-14 20:46:46,taobao,2026-03-11 20:46:46,23,0,0.0,0.605,26,13.9,0,1,0,2026-03-11 20:47:05
108,RP10002_205412,P10002,user_55458,女朋友很喜欢，说比专柜便宜不少，整体还行,4,2025-12-30 20:46:46,taobao,2026-03-11 20:46:46,20,0,0.0,0.492,188,9.6,0,1,0,2026-03-11 20:47:05
109,RP10002_706581,P10002,user_33870,给好评，产品质量好，客服态度也好，必入。总体OK,5,2026-01-25 20:46:46,taobao,2026-03-11 20:46:46,24,0,0.0,0.624,13,1.1,1,1,0,2026-03-11 20:47:05
110,RP10002_473574,P10002,user_49582,这款产品用着还行吧，就是声音稍微有点大。买了三天了。,5,2025-09-07 20:46:46,taobao,2026-03-11 20:46:46,26,0,0.0,0.623,182,58.9,0,1,0,2026-03-11 20:47:05
111,RP10002_785690,P10002,user_32048,还行吧，中规中矩，没有太多惊喜也没有失望，好评,5,2025-04-16 20:46:46,taobao,2026-03-11 20:46:46,23,0,0.0,0.632,151,26.9,0,1,0,2026-03-11 20:47:05
112,RP10002_741462,P10002,user_53979,这个产品质量还行，用了几天感觉不错，物流也挺快的 到手一周，整体还行～大体满意,4,2025-11-21 20:46:46,taobao,2026-03-11 20:46:46,39,0,0.0,0.448,92,46.9,0,1,0,2026-03-11 20:47:05
113,RP10002_865097,P10002,user_13740,必须给满分！这个产品简直无敌了！大家快来买！。入手半月，五星！，物美价廉,1,2025-10-16 20:46:46,taobao,2026-03-11 20:46:46,36,4,0.0,0.035,14,1.0,1,1,0,2026-03-11 20:47:05
114,RP10002_250725,P10002,user_22280,大小合适，颜色也好看，满意，买了三天了，够用了,4,2025-12-12 20:46:46,taobao,2026-03-11 20:46:46,23,0,0.0,0.397,125,10.9,0,1,0,2026-03-11 20:47:05
115,RP10002_600046,P10002,user_73589,用了半个月了，暂时没发现什么问题，还可以～用了一周，比较满意，总体OK,5,2025-03-19 20:46:46,taobao,2026-03-11 20:46:46,35,0,0.0,0.52,5,43.4,0,1,0,2026-03-11 20:47:05
116,RP10002_775521,P10002,user_47313,总体来说还是不错的，推荐购买～用了半个月...总体OK,5,2026-03-05 20:46:46,taobao,2026-03-11 20:46:46,28,0,0.071,0.605,49,4.1,0,1,0,2026-03-11 20:47:05
117,RP10002_565812,P10002,user_14661,非常满意的一次购物，产品确实不错，用了一个月，不错,5,2025-06-26 20:46:46,taobao,2026-03-11 20:46:46,25,0,0.0,0.95,35,1.9,1,1,0,2026-03-11 20:47:05
118,RP10002_826159,P10002,user_48632,收到了，质量很好，满意好评。收到两天了，必入,5,2025-10-20 20:46:46,taobao,2026-03-11 20:46:46,22,0,0.0,0.843,28,5.9,1,1,0,2026-03-11 20:47:05
119,RP10002_511969,P10002,user_20597,快递给力，产品也不错，满意的一次购物。推荐,5,2025-11-23 20:46:46,taobao,2026-03-11 20:46:46,21,0,0.0,0.694,158,50.9,0,1,0,2026-03-11 20:47:05
120,RP10002_328971,P10002,user_33191,还可以吧，不算特别好但也不差，够用了,3,2025-03-25 20:46:46,taobao,2026-03-11 20:46:46,18,0,0.0,0.674,35,16.8,0,1,0,2026-03-11 20:47:05
